checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking account,24,critical account,furniture/equip,2028,< 100 DM,4 <= x < 7 yrs,2,male:single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,Good Risk
< 0 DM,15,critical account,furniture/equip,1433,< 100 DM,1 <= x < 4 yrs,4,female:div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,Good Risk
>= 200 DM,42,no credits/all paid,business,6289,< 100 DM,< 1 yr,2,male:divorced,none,1,life insurance,33,none,own,2,skilled,1,none,yes,Good Risk
no checking account,13,existing paid back,radio/tv,1409,100 <= x < 500 DM,unemployed,2,female:div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,24,existing paid back,car (used),6579,< 100 DM,unemployed,4,male:single,none,2,no property,29,none,for free,1,high qual/mgmt,1,yes,yes,Good Risk
0 <= x < 200 DM,24,critical account,radio/tv,1743,< 100 DM,>= 7 yrs,4,male:single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,Good Risk
no checking account,12,critical account,education,3565,no savings,< 1 yr,2,male:single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,Good Risk
no checking account,15,all paid back here,radio/tv,1569,100 <= x < 500 DM,>= 7 yrs,4,male:single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,Good Risk
< 0 DM,18,existing paid back,radio/tv,1936,no savings,4 <= x < 7 yrs,2,male:mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,Good Risk
< 0 DM,36,existing paid back,furniture/equip,3959,< 100 DM,unemployed,4,male:single,none,3,life insurance,30,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,12,existing paid back,car (new),2390,no savings,>= 7 yrs,4,male:single,none,3,car,50,none,own,1,skilled,1,yes,yes,Good Risk
no checking account,12,existing paid back,furniture/equip,1736,< 100 DM,4 <= x < 7 yrs,3,female:div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,Good Risk
< 0 DM,30,existing paid back,car (used),3857,< 100 DM,1 <= x < 4 yrs,4,male:divorced,none,4,life insurance,40,none,own,1,high qual/mgmt,1,yes,yes,Good Risk
no checking account,12,existing paid back,radio/tv,804,< 100 DM,>= 7 yrs,4,male:single,none,4,car,38,none,own,1,skilled,1,none,yes,Good Risk
< 0 DM,45,existing paid back,radio/tv,1845,< 100 DM,1 <= x < 4 yrs,4,male:single,none,4,no property,23,none,for free,1,skilled,1,yes,yes,Bad Risk
0 <= x < 200 DM,45,critical account,car (used),4576,100 <= x < 500 DM,unemployed,3,male:single,none,4,car,27,none,own,1,skilled,1,none,yes,Good Risk
